404.7260103	347.0378039
391.857044	154.5706963
486.2849818	342.3201165
80.94184605	393.8529992
266.9120623	287.4187828
315.1186255	45.64431903
408.8139815	249.1129571
548.4012162	62.79922221
95.76704646	39.58793359
515.9346016	334.5099648
391.8139801	40.73009777
504.5343768	195.5398777
506.7397598	126.7482153
483.9164437	126.6695616
454.1948546	82.70821272
173.8827669	360.8934563
575.9641925	326.6159032
87.80213968	279.8797964
460.7274993	72.62238174
584.7313286	285.6437725
533.4818993	45.11544124
497.9041429	290.9404474
389.5273513	255.4761513
494.3411591	386.5372446
562.7906507	243.1771145
343.5904594	275.6439001
55.20588625	326.5455672
542.4481204	158.9868826
