292.2076537	333.6658036
457.7593315	204.0107424
208.8447933	212.0177802
48.19720083	231.704411
190.1181366	137.9937078
431.6499665	265.0839508
195.1271099	318.775288
113.1374651	13.40967655
66.17524117	393.3303553
152.5164469	87.01709867
402.0982847	90.30350196
14.43370157 299.3325477
576.8423464	387.1567031
119.5291827	74.13879943
514.2920088	358.5599416
488.889133	156.0907001
209.3484561	140.0318333
540.7492092	11.48079133
10.25759881 382.8302516
389.4476071	135.2549348
390.1881992	205.0929528
431.6281865	62.27793765
216.0599961	55.22820127
491.6935964	67.84917736
376.6218297	264.5553938
319.5083998	176.4682267
498.779767	101.1956853
238.3521987	66.85047865
562.1752264	132.2126132
140.1227592	281.1927717
270.0131029	275.0027231
433.7891365	326.6890144
373.1398932	354.9361931
139.0947998	85.29581094
538.3718204	362.2474593
539.5107575	120.7480855
372.0729591	17.17584049
571.4386819	80.82470775
593.9833607	380.3561634
176.6640344	16.86411762
154.297178	99.45938742
111.9907903	378.0832299
27.53656489	22.82666159
451.4009287	169.8927909
197.251736	114.3651521
333.0565715	287.8783932
426.7382151	88.660133
248.2023533	39.98705125
564.843708	263.0506533
592.2929021	10.21511316
